Var1,Var2,Var3,Var4,Var5,Var6
0,18,E,E,1,2.5145
0,22,D,T,0,0.65659
2,7,E,E,1,3.624
12,18,R,R,1,2.1778
11,16,T,T,1,4.7953
11,17,A,A,1,1.6192
0,17,S,S,1,1.4687
2,7,N,N,1,1.4316
2,7,E,E,1,2.6604
10,18,R,W,0,2.2876
0,19,U,U,1,3.4659
0,18,A,A,1,1.988
0,18,S,S,1,1.6614
0,18,R,E,0,2.501
0,17,N,N,1,1.652
11,17,K,K,1,2.3621
10,18,I,I,1,1.7704
2,7,M,M,1,1.8937
2,7,E,E,1,2.7839
2,7,I,M,0,2.3137
0,19,S,S,1,2.3014
0,18,N,N,1,2.5859
0,18,T,T,1,1.677
10,15,O,M,0,1.3087
0,18,T,T,1,1.2601
0,18,A,T,0,0.83337
10,15,I,I,1,1.471
2,7,A,A,1,2.0388
0,18,O,O,1,2.4183
4,17,R,R,1,1.828
0,18,I,I,1,1.6429
0,18,N,N,1,1.737
11,17,E,E,1,2.2764
0,18,N,E,0,0.87117
0,19,D,E,0,0.73387
0,17,B,E,0,0.73345
2,7,R,R,1,2.4064
4,17,W,W,1,2.2407
12,18,O,O,1,2.4674
11,17,N,T,0,2.1539
0,18,M,M,1,2.2879
2,7,G,M,0,2.5574
0,18,D,D,1,2.3774
0,17,E,E,1,5.1718
11,17,B,D,0,2.1358
2,7,E,E,1,2.5327
0,18,M,M,1,1.8633
11,16,R,S,0,2.3032
0,51,O,T,0,2.4482
0,20,O,O,1,2.9766
0,18,N,N,1,1.8762
0,18,N,N,1,2.1769
0,18,F,F,1,2.1938
12,18,R,E,0,1.1472
0,19,I,I,1,1.8754
0,18,K,K,1,2.0588
0,18,I,I,1,1.6909
12,18,E,T,0,3.5252
0,18,U,U,1,2.0842
12,17,G,G,1,2.6501
0,17,R,R,1,1.9357
2,7,K,E,0,0.47819
0,18,E,E,1,2.7266
0,17,G,G,1,2.3435
0,18,U,U,1,2.9142
4,17,F,F,1,1.9713
12,17,I,T,0,2.5679
0,18,I,I,1,1.6618
0,18,D,E,0,0.60763
0,18,M,T,0,1.4244
11,17,E,E,1,2.6839
10,15,F,F,1,2.6331
0,18,G,A,0,1.7716
0,18,S,S,1,2.0872
0,18,N,T,0,1.9236
0,18,S,S,1,1.4841
0,22,G,E,0,0.53026
0,22,H,I,0,2.0737
0,18,S,S,1,2.1686
0,18,S,S,1,1.9911
0,17,W,W,1,2.1035
11,17,I,I,1,1.6126
0,17,T,T,1,1.5225
0,18,T,T,1,1.4917
0,20,U,U,1,2.2617
0,18,E,E,1,2.3025
11,17,I,I,1,2.12
0,17,E,E,1,2.6039
0,17,I,I,1,1.2895
0,17,I,I,1,1.3602
0,18,S,S,1,1.8034
0,18,X,E,0,0.65856
0,18,I,I,1,1.266
0,18,M,M,1,1.7288
0,18,K,E,0,0.57112
0,18,W,W,1,2.0114
0,17,E,Not A Valid Character,0,1.6658
0,18,W,W,1,2.2074
0,17,I,E,0,0.80501
0,18,D,E,0,1.1818
0,18,M,M,1,2.0002
0,20,E,E,1,2.1911
0,17,W,W,1,2.2746
0,18,U,U,1,2.1745
0,18,D,D,1,1.8955
0,18,W,W,1,2.2242
0,18,O,O,1,2.4863
0,17,Y,E,0,0.72617
0,17,S,S,1,1.5791
11,17,U,I,0,2.0331
0,18,U,T,0,0.88779
0,18,D,D,1,1.9482
12,18,I,M,0,2.0875
0,18,T,T,1,1.2971
0,18,O,T,0,0.76358
0,17,F,F,1,2.3323
0,18,A,A,1,1.6413
0,18,D,D,1,2.16
11,17,M,M,1,2.2721
0,17,G,E,0,0.42273
2,7,W,W,1,2.1258
0,18,P,E,0,0.57793
2,7,I,I,1,2.0487
0,22,B,I,0,0.76821
2,7,W,W,1,2.6121
12,18,M,M,1,2.4631
0,18,S,S,1,1.5664
2,21,G,I,0,2.4277
12,18,N,N,1,2.0108
0,18,G,G,1,2.2642
0,18,A,A,1,1.7752
0,18,F,F,1,2.4779
0,18,N,N,1,1.5344
0,18,A,A,1,1.8254
0,18,X,E,0,0.51016
11,17,E,E,1,2.577
11,16,W,A,0,2.3171
0,18,F,F,1,2.6756
0,51,E,E,1,5.298
10,18,S,S,1,1.8238
12,18,K,K,1,2.4823
11,17,W,W,1,3.3072
0,18,Y,E,0,0.47372
0,18,F,T,0,0.65429
12,18,S,E,0,0.46585
0,18,T,E,0,6.161
0,18,E,E,1,2.2796
12,17,T,T,1,2.1522
0,17,T,T,1,1.3803
0,18,O,M,0,2.4453
0,22,Y,E,0,0.96593
0,22,X,E,0,0.56195
0,18,O,O,1,2.2879
0,20,I,I,1,1.3727
0,18,K,X,0,2.5369
0,51,T,I,0,5.5713
0,22,F,F,1,2.7106
11,16,M,M,1,2.4489
2,7,I,I,1,1.237
2,7,N,N,1,1.6187
0,17,D,D,1,2.2112
11,16,I,I,1,2.4079
0,18,H,H,1,1.7046
0,18,F,F,1,2.1688
0,18,W,U,0,2.3684
0,18,I,N,0,1.536
0,18,I,E,0,0.6611
2,7,R,R,1,1.7181
0,18,O,O,1,2.5749
0,18,M,E,0,1.4303
12,18,N,N,1,2.0555
0,18,W,W,1,2.2997
0,17,F,F,1,2.3729
0,18,U,U,1,2.2769
0,18,I,I,1,2.1356
0,18,I,I,1,4.014
0,22,O,T,0,0.83699
10,18,D,D,1,2.2591
2,7,I,I,1,1.1995
2,7,I,I,1,6.0551
2,7,D,D,1,1.975
0,18,R,R,1,1.9909
11,17,T,T,1,1.8488
0,18,B,B,1,2.6676
2,7,I,I,1,1.4233
0,18,U,T,0,0.67236
0,18,N,I,0,1.5404
11,17,G,G,1,2.0961
0,18,D,D,1,2.1192
0,18,E,E,1,2.6673
0,18,O,E,0,0.62582
12,18,S,S,1,1.5419
10,18,A,A,1,2.0228
0,18,S,S,1,1.8791
0,17,E,E,1,2.0663
0,18,W,W,1,2.2782
0,17,U,U,1,2.3185
2,7,F,F,1,2.2259
2,7,T,T,1,1.2813
12,18,O,O,1,2.0747
2,7,S,S,1,1.339
0,18,W,W,1,2.2342
0,17,A,A,1,1.6866
0,17,I,I,1,1.602
0,18,S,S,1,2.0969
2,7,N,N,1,1.4687
0,18,Z,E,0,0.57397
11,17,N,N,1,1.8011
0,18,E,E,1,2.2368
0,19,K,A,0,1.987
2,7,F,F,1,1.9443
0,18,G,R,0,2.2764
0,18,Q,E,0,0.4606
0,18,A,A,1,2.7329
2,7,D,D,1,2.0135
11,17,F,T,0,0.61233
12,17,S,S,1,2.8186
0,18,G,R,0,2.2111
0,18,S,S,1,1.8218
0,18,K,R,0,2.075
0,18,A,T,0,0.61085
0,18,O,O,1,2.741
2,7,T,T,1,1.0791
12,18,W,R,0,1.8769
0,51,A,E,0,2.6
11,16,N,N,1,1.9614
2,7,S,S,1,2.0622
12,18,D,D,1,1.7783
0,18,M,M,1,1.6601
11,17,A,A,1,2.3966
0,18,D,D,1,2.1878
0,18,E,E,1,2.1873
2,7,M,M,1,2.1674
0,18,G,G,1,2.1539
2,21,N,A,0,2.0449
2,7,D,W,0,2.339
12,17,M,M,1,2.8122
0,18,E,E,1,2.1831
0,18,U,U,1,1.7627
12,18,B,5,0,2.1168
0,18,O,W,0,2.2784
12,18,G,D,0,1.8339
12,18,K,L,0,2.1291
0,18,G,M,0,2.0114
0,18,R,R,1,1.9063
0,17,D,D,1,2.0309
0,18,T,T,1,1.6
0,18,W,U,0,1.9235
2,7,F,F,1,2.26
0,18,A,A,1,1.7403
0,18,U,U,1,1.7973
0,17,V,E,0,0.7148
11,16,K,E,0,0.53156
0,19,R,W,0,3.1946
0,19,A,T,0,0.76452
0,18,F,F,1,4.2363
0,17,T,T,1,1.7529
0,18,W,W,1,2.1113
0,18,U,U,1,2.1831
0,18,W,W,1,2.4911
0,18,S,I,0,1.563
0,20,T,T,1,1.6454
0,18,C,E,0,0.49313
0,22,T,T,1,2.0651
0,17,K,E,0,5.1166
2,21,R,S,0,1.8013
0,18,G,G,1,2.0161
0,17,U,U,1,2.1228
0,18,N,E,0,0.68563
0,18,R,E,0,0.6567
0,18,K,K,1,2.5235
2,7,W,T,0,1.9403
0,18,O,O,1,2.2682
0,18,G,G,1,2.8973
12,18,O,N,0,1.5115
0,18,E,E,1,3.7006
10,18,T,T,1,1.8503
0,18,G,E,0,0.66943
0,17,A,A,1,1.8231
2,7,T,E,0,0.53217
2,7,A,A,1,1.5934
0,20,H,E,0,0.4546
0,18,O,O,1,2.4025
0,18,B,Not A Valid Character,0,0.37848
12,18,N,T,0,2.1835
0,18,O,O,1,2.3402
0,18,G,E,0,0.66943
0,18,D,D,1,2.0633
0,22,M,M,1,2.2266
2,7,A,A,1,2.0558
0,18,F,F,1,2.612
2,7,H,H,1,1.8004
4,17,W,W,1,2.2407
0,18,A,A,1,2.7571
0,18,M,N,0,1.581
0,18,R,R,1,1.821
2,7,S,S,1,1.339
0,18,N,N,1,1.5763
12,17,R,R,1,2.2391
0,18,K,U,0,2.1275
11,17,H,H,1,1.8411
0,18,Y,E,0,0.64284
0,17,E,E,1,5.1718
0,18,D,E,0,0.60763
0,18,G,G,1,2.3032
0,17,A,E,0,1.6583
11,17,A,A,1,2.3966
0,17,N,N,1,1.6277
0,17,T,T,1,1.3803
0,18,H,H,1,1.8866
0,18,O,O,1,2.4546
12,17,M,T,0,3.5464
0,18,I,I,1,4.014
2,21,D,D,1,2.4589
0,17,W,W,1,2.2746
0,18,W,W,1,2.3919
0,18,E,E,1,2.1873
0,18,W,T,0,3.9251
0,17,M,M,1,1.91
0,17,Y,E,0,0.72617
0,19,U,U,1,3.4659
0,18,E,E,1,2.4213
0,22,S,D,0,1.8412
11,17,K,K,1,2.3805
12,18,U,U,1,1.7295
0,18,B,B,1,2.0009
0,18,E,E,1,2.8144
0,18,M,M,1,1.8633
0,51,N,T,0,1.48
0,22,S,S,1,1.898
12,17,N,A,0,1.9576
0,18,A,A,1,2.5759
0,18,E,E,1,2.6836
0,17,T,T,1,1.6803
0,18,D,D,1,2.4823
0,17,N,N,1,1.6277
10,15,H,H,1,2.36
0,17,I,I,1,1.602
0,18,B,B,1,2.3076
11,17,N,A,0,2.0645
12,18,K,K,1,2.9003
0,18,U,U,1,2.2906
2,7,D,W,0,2.339
0,17,W,W,1,2.216
0,18,A,A,1,1.988
0,18,K,D,0,2.3519
0,18,M,T,0,1.4527
12,18,M,M,1,2.0457
0,18,M,E,0,1.4303
0,17,A,A,1,1.5033
0,18,G,R,0,2.2111
0,22,T,T,1,1.786
0,18,N,T,0,2.7835
0,18,E,E,1,2.3073
0,18,Z,E,0,0.57397
0,18,R,R,1,1.9063
2,7,E,E,1,2.3208
0,17,R,R,1,2.1871
12,18,F,3,0,2.6378
10,15,N,N,1,2.555
2,7,G,R,0,3.1733
0,18,V,E,0,0.55887
0,18,I,I,1,1.2615
2,7,R,R,1,2.0335
0,18,K,K,1,2.2601
0,17,R,R,1,1.922
12,18,B,5,0,2.1168
11,16,K,E,0,0.53156
2,7,U,U,1,2.0017
12,17,F,F,1,2.4427
12,17,U,U,1,2.4239
0,18,T,T,1,1.4441
0,18,B,B,1,2.6676
0,18,E,E,1,2.607
0,18,N,N,1,1.7148
0,19,N,N,1,2.3494
0,17,R,R,1,2.4352
0,20,M,M,1,1.9489
12,18,R,A,0,2.0794
0,17,A,A,1,1.6866
0,18,D,D,1,1.885
2,7,R,R,1,1.9214
12,18,D,D,1,2.0539
0,18,K,K,1,2.0588
0,18,I,I,1,1.6453
0,18,I,I,1,1.6618
0,18,O,O,1,2.4987
0,18,T,T,1,1.7314
12,17,D,D,1,2.1927
0,17,A,E,0,1.6583
2,7,G,G,1,2.4049
0,18,M,M,1,1.6359
0,22,U,A,0,1.0131
0,17,R,R,1,1.922
0,20,S,S,1,1.827
11,17,U,T,0,0.64137
2,7,D,D,1,2.3408
0,17,U,E,0,0.766
0,17,I,I,1,1.602
0,18,W,W,1,2.2074
11,16,E,E,1,2.6398
0,18,H,H,1,1.7046
0,18,K,T,0,1.3411
10,15,F,F,1,2.6331
0,18,T,T,1,2.1063
0,18,F,F,1,2.4433
0,18,N,N,1,1.7148
11,17,N,N,1,1.8011
0,18,J,D,0,1.8598
0,22,S,S,1,1.898
0,19,O,S,0,2.2046
12,18,R,R,1,2.1778
0,18,O,W,0,2.2784
0,20,A,A,1,1.8942
2,7,W,W,1,2.4177
2,7,E,E,1,2.6564
0,18,R,N,0,2.1883
0,22,Q,T,0,0.68286
11,17,A,A,1,1.6192
0,18,I,I,1,2.3261
10,15,I,I,1,3.2946
0,17,G,E,0,0.42273
11,17,N,A,0,2.0645
0,19,D,E,0,0.73387
0,18,R,R,1,2.4496
11,17,G,U,0,2.0686
0,18,R,R,1,1.9203
0,17,E,E,1,2.6039
0,18,G,G,1,2.119
0,18,M,M,1,1.6918
0,18,N,N,1,1.6484
0,18,W,W,1,2.1113
0,18,D,N,0,2.0895
0,18,D,D,1,2.3691
0,18,M,M,1,2.0002
10,15,T,T,1,1.7516
0,19,R,K,0,2.5615
0,17,A,A,1,1.6866
0,18,R,R,1,2.4496
2,7,U,A,0,1.8946
0,19,W,I,0,1.3312
0,18,G,G,1,2.3032
0,18,M,M,1,2.2879
0,17,G,E,0,0.70614
12,18,K,L,0,2.1291
0,18,W,D,0,1.9641
0,18,N,N,1,1.8527
11,17,R,R,1,1.9603
0,18,U,U,1,1.847
0,19,B,B,1,3.0497
0,18,T,T,1,1.5496
0,18,R,S,0,2.2606
12,18,A,A,1,1.5854
0,17,R,R,1,1.8502
0,20,A,A,1,1.9967
0,18,E,E,1,2.607
2,7,W,T,0,1.9403
0,22,A,A,1,2.0249
12,18,K,L,0,2.1291
0,18,S,I,0,1.563
0,18,S,S,1,1.6614
2,7,G,G,1,1.9653
0,18,W,U,0,2.3684
0,20,G,E,0,1.7086
2,7,A,A,1,1.7202
2,7,N,N,1,1.6029
0,18,F,F,1,2.0919
0,18,V,E,0,0.55887
0,18,S,I,0,1.563
0,18,D,D,1,1.9482
0,18,D,D,1,2.1878
0,17,H,H,1,1.6445
2,7,M,M,1,2.1674
0,18,I,I,1,1.763
0,18,M,M,1,1.7288
2,7,D,D,1,2.0135
12,18,T,T,1,1.6856
0,22,Y,E,0,0.96593
0,17,T,T,1,1.6847
10,15,R,E,0,2.109
2,7,I,I,1,5.6674
12,17,G,G,1,2.6501
0,17,T,T,1,1.7529
0,17,K,E,0,5.1166
0,17,H,H,1,1.8147
11,17,I,I,1,2.12
0,18,N,N,1,2.0106
0,18,U,U,1,2.0842
11,17,I,I,1,1.5572
0,19,E,E,1,3.7935
0,18,F,F,1,2.6756
10,15,F,Not A Valid Character,0,2.692
0,18,A,A,1,1.89
2,7,F,F,1,2.2735
11,16,D,T,0,0.90829
0,17,N,N,1,1.9119
0,18,O,O,1,2.8952
0,18,A,A,1,2.3629
0,18,D,D,1,1.7604
0,18,D,D,1,1.816
0,18,N,E,0,0.85909
0,18,C,E,0,0.49313
0,20,S,S,1,1.6868
2,7,D,W,0,2.339
0,18,F,F,1,2.438
0,18,G,G,1,2.6175
0,17,N,E,0,0.8321
2,7,E,E,1,2.6604
0,17,E,T,0,1.8827
0,18,O,O,1,2.2969
11,17,S,S,1,1.8753
0,18,I,I,1,1.6076
0,18,S,E,0,0.49275
0,18,U,T,0,0.67236
12,18,M,M,1,2.4631
0,18,G,G,1,2.119
10,15,F,Not A Valid Character,0,2.692
4,17,W,W,1,2.2407
0,20,R,R,1,2.2322
0,20,K,K,1,2.3408
0,17,B,E,0,0.73345
0,18,D,E,0,1.1818
0,18,T,T,1,1.3321
0,18,N,N,1,2.2978
0,51,O,T,0,2.4482
10,15,E,E,1,4.1219
0,18,R,E,0,2.501
0,17,N,N,1,1.5441
0,17,E,E,1,2.0663
0,18,U,U,1,2.1831
2,7,I,I,1,6.0551
0,18,N,E,0,0.85909
0,51,O,T,0,2.4482
2,7,S,S,1,1.4996
0,18,R,E,0,0.6567
0,18,H,I,0,1.7314
0,17,D,D,1,1.9414
0,18,A,A,1,1.7364
10,18,U,U,1,2.3085
0,17,C,E,0,0.66393
0,17,W,W,1,2.4131
0,18,O,E,0,1.2787
0,18,D,D,1,2.1878
0,18,D,T,0,1.7863
0,18,K,K,1,2.1164
0,18,E,T,0,1.8943
0,18,W,W,1,2.7795
0,18,O,O,1,2.2704
0,18,E,E,1,4.9086
10,15,A,A,1,2.1126
0,18,I,I,1,1.763
0,18,K,T,0,1.3411
2,7,R,R,1,2.4064
0,17,G,G,1,1.8025
0,18,N,N,1,1.8399
0,18,W,E,0,2.7767
0,18,T,T,1,1.2275
2,7,S,S,1,1.4006
0,18,N,I,0,1.5404
0,18,I,I,1,2.6884
0,18,O,O,1,2.5065
0,18,I,I,1,1.266
0,17,H,H,1,1.6549
0,18,G,M,0,2.0114
0,18,U,U,1,1.6243
0,18,F,I,0,1.6059
12,18,N,N,1,2.0108
0,18,G,Not A Valid Character,0,0.96647
0,17,E,Not A Valid Character,0,1.6658
2,7,R,T,0,1.8671
0,18,K,X,0,2.5369
0,19,F,T,0,1.0229
0,19,D,D,1,3.1036
0,18,A,A,1,1.6413
11,16,E,E,1,2.5949
10,15,D,S,0,2.6681
2,7,M,M,1,1.8937
11,16,M,A,0,2.5181
0,18,U,U,1,2.0877
4,17,M,T,0,1.5468
0,18,C,E,0,0.62987
0,22,N,N,1,1.8667
2,7,S,S,1,1.4006
11,17,M,M,1,2.2721
0,18,F,F,1,2.1938
0,18,S,E,0,0.66858
0,18,D,D,1,1.9109
10,18,D,D,1,2.2591
0,17,U,E,0,0.766
0,20,G,G,1,2.544
0,18,H,I,0,2.4399
0,18,R,R,1,2.0917
0,18,R,R,1,1.9122
4,17,A,A,1,2.0513
0,18,P,E,0,0.4785
2,7,U,U,1,2.2014
0,18,H,H,1,1.6542
12,17,I,I,1,1.6308
0,17,W,W,1,1.9561
0,18,M,E,0,0.66663
0,18,N,N,1,2.0935
0,18,I,I,1,1.1347
0,18,M,E,0,1.4303
0,18,R,R,1,2.2218
12,18,S,E,0,0.46585
0,18,D,D,1,2.1192
2,7,I,I,1,1.4233
11,17,J,H,0,2.3366
0,18,R,R,1,2.8615
10,15,O,M,0,1.3087
0,18,G,A,0,1.7716
11,17,O,E,0,1.1877
0,18,S,S,1,1.949
0,18,K,K,1,2.4304
0,18,G,G,1,2.1875
0,17,W,W,1,2.2746
0,17,N,E,0,0.8321
0,17,R,E,0,0.70535
0,18,D,D,1,1.8955
0,18,O,O,1,2.4863
0,18,T,T,1,1.2971
0,18,T,T,1,1.3526
0,18,E,E,1,2.4213
0,18,I,I,1,1.6076
0,18,S,S,1,1.8791
0,51,E,E,1,5.298
11,17,S,S,1,1.7942
11,17,D,E,0,2.5568
10,15,S,S,1,1.7054
12,18,U,U,1,2.2037
2,21,I,I,1,1.63
2,7,B,B,1,2.2317
12,18,K,K,1,2.9003
0,18,A,A,1,1.5892
12,18,I,I,1,1.6298
2,7,O,O,1,2.8525
11,16,U,U,1,2.6511
0,18,U,E,0,0.62901
12,18,M,M,1,2.0803
0,18,T,T,1,1.4649
0,17,W,E,0,0.55311
4,17,H,H,1,1.5609
0,18,X,E,0,0.51016
11,17,F,F,1,2.9365
0,22,F,I,0,1.0182
12,17,F,F,1,2.4427
2,7,W,W,1,2.1258
0,18,O,O,1,2.5065
0,18,W,W,1,2.2493
0,18,H,A,0,1.4678
0,17,S,S,1,1.5791
0,18,H,H,1,1.6953
11,16,D,E,0,0.47036
12,18,M,M,1,2.0803
0,17,M,M,1,2.1002
0,17,W,E,0,0.76059
0,18,A,T,0,0.61085
2,7,I,I,1,1.1271
0,18,A,A,1,1.5426
0,18,M,M,1,1.8793
0,17,T,T,1,1.3803
0,17,H,H,1,1.8147
0,18,I,I,1,1.2521
10,15,R,R,1,2.2192
0,18,T,T,1,1.466
0,22,R,R,1,2.2663
0,17,E,Not A Valid Character,0,1.6658
0,18,T,T,1,1.2601
0,22,M,M,1,2.2266
12,18,E,T,0,3.5252
0,18,F,F,1,2.0919
0,18,N,A,0,1.3672
0,18,R,R,1,2.2103
0,22,H,I,0,2.0737
12,17,A,T,0,0.97353
11,17,T,T,1,1.4137
11,17,T,T,1,1.6228
2,7,O,O,1,2.8516
0,18,G,G,1,2.6175
0,18,I,I,1,2.0555
0,18,R,R,1,1.9145
0,18,D,D,1,2.1302
11,17,N,N,1,2.0996
0,18,R,N,0,2.1883
12,18,O,O,1,2.0747
2,21,E,E,1,4.253
11,16,O,K,0,2.5553
0,22,G,G,1,2.63
12,17,R,R,1,2.2391
0,18,K,K,1,2.2432
0,18,A,A,1,1.7752
0,18,N,N,1,2.1769
0,18,U,U,1,1.7627
0,19,G,Not A Valid Character,0,2.1966
10,15,N,N,1,1.9131
0,18,E,E,1,2.9367
11,17,I,I,1,4.9858
0,18,U,U,1,1.8962
0,18,F,F,1,2.2867
0,17,G,E,0,0.70614
0,18,F,F,1,1.9552
0,18,K,K,1,2.0588
2,7,U,U,1,2.3636
11,16,F,E,0,1.7266
2,7,A,A,1,1.8084
11,17,H,H,1,1.8411
0,18,U,U,1,1.8205
0,18,U,U,1,1.847
2,7,I,I,1,1.237
0,18,A,E,0,0.66679
0,18,F,F,1,3.6802
2,7,M,M,1,4.5413
0,20,W,W,1,2.2691
0,18,U,T,0,0.88779
12,18,T,T,1,1.7548
0,18,M,M,1,2.1741
4,17,U,U,1,1.9441
0,18,E,E,1,3.9718
0,18,Z,T,0,2.076
0,22,Q,T,0,0.68286
0,18,U,E,0,0.50463
0,17,S,S,1,1.4687
0,18,U,U,1,1.9552
0,18,S,S,1,1.8218
10,15,K,D,0,2.4691
0,20,O,O,1,2.9766
11,16,G,M,0,3.47
0,18,V,E,0,0.61647
0,18,U,U,1,2.275
11,17,O,O,1,4.0606
0,18,K,K,1,2.773
2,21,E,E,1,4.253
2,7,F,F,1,1.9443
0,18,U,U,1,1.8205
0,18,A,A,1,1.7364
0,18,S,S,1,1.8193
12,18,W,I,0,0.74953
11,17,M,M,1,2.0329
2,7,A,A,1,1.5934
0,18,S,S,1,1.5893
0,18,D,D,1,2.3691
0,18,O,E,0,1.2787
0,17,K,K,1,2.0707
0,18,K,K,1,2.0821
0,17,Q,E,0,0.69399
11,17,T,T,1,1.6228
0,20,T,T,1,1.6464
0,17,A,E,0,0.73479
4,17,F,F,1,1.9713
0,18,O,O,1,2.4025
0,18,K,E,0,0.57112
0,17,Y,E,0,0.72617
11,17,D,D,1,2.5604
0,18,B,D,0,2.8357
0,22,F,F,1,2.7106
4,17,D,D,1,1.6922
11,17,M,M,1,2.3296
0,18,N,N,1,1.721
0,17,I,I,1,1.2895
0,18,F,F,1,2.2018
12,18,G,Not A Valid Character,0,2.1401
0,18,D,D,1,2.16
0,18,W,W,1,2.0114
0,18,N,M,0,2.3221
4,17,G,G,1,1.9602
0,17,T,T,1,1.5225
11,17,I,I,1,1.6126
2,7,R,R,1,2.0335
0,18,K,K,1,2.5235
2,7,A,A,1,2.1944
0,18,B,B,1,1.9501
12,18,W,R,0,1.8769
0,18,O,O,1,2.4183
0,18,E,E,1,2.5789
0,17,S,S,1,1.6454
0,18,A,A,1,1.5892
0,18,K,E,0,0.42593
11,17,E,E,1,2.6839
2,7,S,S,1,1.6735
0,19,G,Not A Valid Character,0,2.1966
2,7,N,N,1,1.6187
2,7,G,G,1,1.9653
0,18,F,F,1,2.1688
0,18,D,E,0,0.6244
0,18,D,D,1,2.3774
0,19,E,E,1,2.4339
0,20,D,D,1,2.2789
12,18,N,T,0,2.1835
12,18,O,O,1,2.0747
0,17,G,G,1,2.1086
0,22,O,T,0,0.83699
0,18,O,O,1,2.2682
0,18,W,D,0,1.9641
0,18,G,G,1,2.2639
0,18,T,T,1,1.8404
11,17,E,E,1,2.577
2,7,G,G,1,2.556
0,18,T,T,1,1.7291
0,18,A,U,0,2.1046
0,18,F,F,1,2.5925
0,17,G,G,1,2.3435
2,7,O,O,1,2.8525
0,18,M,M,1,1.6601
0,18,R,R,1,2.1836
0,18,R,R,1,1.7033
0,17,F,F,1,2.0593
0,18,W,E,0,0.60529
2,7,D,D,1,1.975
0,18,R,E,0,0.87086
0,17,N,T,0,0.61155
0,17,F,E,0,0.69053
0,18,W,W,1,2.2872
2,7,O,O,1,2.243
0,18,M,T,0,2.736
0,18,W,W,1,2.1773
0,18,A,A,1,1.8442
2,7,G,G,1,2.4049
2,7,S,S,1,2.0622
0,18,D,T,0,2.4583
12,18,H,H,1,1.7621
0,18,O,O,1,2.3232
0,22,U,U,1,2.9134
0,17,D,D,1,1.8352
0,18,T,T,1,1.4649
2,21,F,H,0,2.6464
0,17,S,S,1,1.5091
2,7,W,W,1,2.1258
0,22,Z,T,0,2.9495
12,18,T,T,1,1.8058
0,17,U,U,1,2.0204
0,18,J,E,0,0.62186
11,17,A,A,1,2.0495
11,17,K,K,1,2.3805
0,18,O,O,1,2.5749
0,18,R,R,1,2.4001
11,17,A,A,1,2.9528
12,17,W,W,1,2.402
0,17,T,T,1,0.70229
0,18,E,E,1,2.2883
10,15,R,R,1,2.2192
0,18,S,S,1,2.1231
2,7,N,N,1,1.8517
0,18,H,H,1,1.8402
0,51,T,I,0,5.5713
0,19,S,S,1,2.3014
0,18,R,R,1,2.2141
0,18,I,I,1,1.2521
0,17,I,I,1,1.4224
0,22,O,T,0,0.83699
0,17,K,E,0,0.72909
0,18,K,K,1,2.773
11,17,R,R,1,2.1959
12,17,N,A,0,1.9576
0,18,K,D,0,2.3519
0,18,O,O,1,2.2969
2,7,N,N,1,1.6029
2,7,S,S,1,1.248
2,7,M,Not A Valid Character,0,2.1786
0,18,T,T,1,1.466
0,17,D,D,1,2.2112
0,18,A,A,1,1.7752
0,18,I,I,1,1.6909
0,17,F,F,1,2.0785
11,17,R,E,0,1.4049
0,18,F,E,0,0.63846
0,18,F,F,1,2.1815
0,18,S,S,1,1.8075
0,18,E,E,1,2.6836
0,18,K,K,1,2.4304
0,18,I,I,1,1.3949
0,18,X,E,0,0.51016
2,7,K,E,0,1.0902
0,17,N,N,1,1.652
0,17,H,E,0,0.70696
0,17,M,M,1,1.91
0,19,K,A,0,1.987
12,17,E,E,1,2.4004
10,18,E,E,1,1.7216
0,18,T,E,0,6.161
0,18,D,D,1,1.9557
12,18,A,M,0,1.871
10,15,A,A,1,2.1126
0,18,O,W,0,2.2784
0,18,F,F,1,2.5524
0,17,S,E,0,0.69854
2,7,M,M,1,4.5413
0,18,G,G,1,2.3745
12,18,G,D,0,1.8339
0,18,N,N,1,1.5623
12,18,S,S,1,2.2903
12,17,S,S,1,1.9394
0,22,X,E,0,0.56195
11,17,D,D,1,2.0966
2,7,W,W,1,2.6121
0,20,W,W,1,2.2691
2,7,E,E,1,2.5327
0,18,R,E,0,0.87086
0,18,M,M,1,2.0002
0,18,W,W,1,2.3919
0,17,T,T,1,1.7529
0,18,R,R,1,2.1836
0,18,U,U,1,2.2769
2,7,U,E,0,2.6499
0,17,E,E,1,2.6039
0,18,X,I,0,0.81707
0,18,N,N,1,1.623
0,18,M,A,0,1.7959
0,20,O,W,0,2.3828
0,17,U,U,1,1.9199
0,18,O,E,0,1.2264
10,15,A,A,1,2.6325
0,18,N,N,1,1.737
0,18,F,F,1,3.6802
0,18,M,M,1,1.6601
0,18,K,E,0,0.42593
0,18,F,F,1,2.438
11,17,U,I,0,2.0331
0,22,G,G,1,2.63
12,18,T,T,1,2.0109
0,17,G,G,1,2.133
0,18,T,T,1,1.4917
11,17,W,W,1,3.3072
0,18,X,I,0,0.81707
0,18,U,U,1,2.0842
0,18,E,E,1,2.8882
0,18,G,S,0,1.9179
0,18,S,S,1,2.2863
0,18,E,E,1,2.712
0,18,I,I,1,1.3124
11,17,U,U,1,2.9394
2,7,D,D,1,2.438
2,7,W,W,1,2.4177
