Var1,Var2,Var3,Var4,Var5,Var6
0,18,H,H,1,1.8402
0,18,B,D,0,2.8357
0,18,J,D,0,1.8598
0,18,E,E,1,2.1607
0,18,T,T,1,1.677
0,18,I,I,1,1.6618
0,18,M,T,0,1.4244
0,18,A,T,0,0.83337
0,18,N,A,0,1.3672
0,18,S,S,1,2.2863
0,18,R,R,1,2.1836
0,18,O,O,1,2.7131
0,18,U,U,1,2.1745
0,18,F,F,1,2.438
0,18,D,D,1,2.0633
0,18,W,W,1,2.2493
0,18,G,G,1,2.2412
0,18,K,K,1,2.3786
0,18,H,H,1,1.9716
0,18,E,E,1,3.7006
0,18,T,T,1,1.4917
0,18,I,I,1,1.476
0,18,M,A,0,1.7959
0,18,A,A,1,1.5817
0,18,N,N,1,1.7834
0,18,S,S,1,1.8034
0,18,R,R,1,2.2141
0,18,O,O,1,2.2682
0,18,U,U,1,1.8205
0,18,F,F,1,2.1144
0,18,D,E,0,1.1818
0,18,W,I,0,0.88298
0,18,G,S,0,1.9179
0,18,K,U,0,2.1275
0,18,H,S,0,2.0258
0,18,B,B,1,2.5297
0,18,E,E,1,2.8144
0,18,T,T,1,1.8109
0,18,I,I,1,1.6993
0,18,M,M,1,2.2879
0,18,A,A,1,1.988
0,18,N,N,1,2.1769
0,18,S,S,1,2.0872
0,18,R,R,1,2.4535
0,18,O,M,0,2.4453
0,18,U,T,0,0.67236
0,18,F,F,1,4.2363
0,18,D,T,0,1.7863
0,18,W,I,0,0.71156
0,18,G,G,1,3.3136
0,18,K,K,1,2.773
0,18,E,E,1,2.2497
0,18,T,T,1,1.4631
0,18,I,I,1,1.6453
0,18,M,T,0,1.4527
0,18,A,T,0,0.58254
0,18,N,E,0,0.85909
0,18,S,S,1,1.949
0,18,R,S,0,2.2606
0,18,O,E,0,1.2787
0,18,U,E,0,0.50463
0,18,F,T,0,0.65429
0,18,D,T,0,2.4583
0,18,W,I,0,0.88677
0,18,G,M,0,2.0114
0,18,K,E,0,0.42593
0,18,H,I,0,1.7314
0,18,B,I,0,0.71266
0,18,J,E,0,1.8277
0,18,Q,T,0,0.58553
0,18,V,E,0,1.3971
0,18,X,I,0,0.81707
0,18,Y,T,0,1.7106
0,18,Z,T,0,2.076
0,18,E,E,1,2.2368
0,18,T,T,1,1.4441
0,18,I,N,0,1.536
0,18,M,M,1,1.8633
0,18,A,A,1,1.7403
0,18,N,N,1,1.623
0,18,S,S,1,1.8193
0,18,R,R,1,1.9203
0,18,O,O,1,2.2879
0,18,U,U,1,2.0877
0,18,F,F,1,2.1483
0,18,D,D,1,1.9557
0,18,W,W,1,2.2242
0,18,G,G,1,2.0161
0,18,K,K,1,2.2601
0,18,H,H,1,1.8665
0,18,E,E,1,2.8882
0,18,T,T,1,1.4649
0,18,I,I,1,1.3597
0,18,M,M,1,1.8793
0,18,A,A,1,1.7364
0,18,N,N,1,1.5623
0,18,S,S,1,1.5664
0,18,R,R,1,1.9122
0,18,O,O,1,2.1372
0,18,U,U,1,1.847
0,18,F,F,1,1.9397
0,18,D,D,1,1.7604
0,18,W,W,1,2.0114
0,18,G,G,1,2.0557
0,18,K,K,1,2.1164
0,18,H,H,1,1.6542
0,18,B,B,1,1.8913
0,18,E,E,1,2.4817
0,18,T,T,1,1.3321
0,18,I,I,1,1.2521
0,18,M,M,1,1.6601
0,18,A,A,1,1.4822
0,18,N,N,1,1.6484
0,18,S,S,1,1.4478
0,18,R,R,1,1.821
0,18,O,O,1,2.2704
0,18,U,U,1,1.7973
0,18,F,F,1,2.1688
0,18,D,D,1,1.9109
0,18,W,D,0,1.9641
0,18,G,G,1,2.2639
0,18,K,K,1,2.0588
0,18,H,H,1,1.7046
0,18,B,B,1,2.3076
0,18,E,E,1,2.3853
0,18,T,T,1,1.2275
0,18,I,I,1,1.2354
0,18,M,M,1,1.6918
0,18,A,A,1,1.5426
0,18,N,N,1,1.5763
0,18,S,S,1,1.5893
0,18,R,R,1,1.9063
0,18,O,O,1,2.3232
0,18,U,U,1,1.7185
0,18,F,F,1,2.1264
0,18,D,D,1,1.8873
0,18,W,W,1,2.4356
0,18,G,G,1,2.119
0,18,K,K,1,2.0821
0,18,H,H,1,1.8821
0,18,B,B,1,2.0009
0,19,E,E,1,3.7935
0,19,T,T,1,2.1545
0,19,I,I,1,1.8754
0,19,M,M,1,2.9447
0,19,A,A,1,2.7352
0,19,N,N,1,2.3494
0,19,S,S,1,2.3014
0,19,R,W,0,3.1946
0,19,O,S,0,2.2046
0,19,U,U,1,3.4659
0,19,F,Not A Valid Character,0,3.5208
0,19,D,D,1,3.1036
0,20,E,E,1,2.1911
0,20,T,T,1,1.6464
0,20,I,I,1,1.3727
0,20,M,M,1,1.9489
0,20,A,A,1,1.8942
0,20,N,N,1,1.7352
0,20,S,S,1,1.6868
0,20,R,R,1,2.4007
0,20,O,W,0,2.3828
0,20,U,U,1,2.2713
0,20,F,F,1,2.4477
0,20,D,D,1,2.0294
0,20,W,U,0,2.2819
0,20,G,E,0,1.7086
0,20,K,T,0,0.60654
0,20,H,E,0,0.4546
0,20,B,T,0,2.1287
0,18,E,E,1,2.6673
0,18,T,T,1,2.2069
0,18,I,I,1,2.6884
0,18,M,M,1,4.1051
0,18,A,A,1,2.7329
0,18,N,N,1,2.0935
0,18,S,S,1,2.0969
0,18,R,R,1,2.4496
0,18,O,O,1,2.8952
0,18,U,T,0,1.7924
0,18,F,F,1,3.6802
0,18,D,D,1,2.3691
0,18,E,E,1,2.9367
0,18,T,T,1,1.8404
0,18,I,I,1,1.4976
0,18,M,M,1,2.03
0,18,A,A,1,1.8198
0,18,N,T,0,1.9236
0,18,S,S,1,1.6614
0,18,R,N,0,2.1883
0,18,O,O,1,2.4987
0,18,U,U,1,2.1831
0,18,F,F,1,2.4433
0,18,D,D,1,1.9482
0,18,W,W,1,2.4911
0,18,G,G,1,2.3745
0,18,K,X,0,2.5369
0,17,E,E,1,2.7937
0,17,T,T,1,1.5225
0,17,I,I,1,1.2895
0,17,M,A,0,1.7253
0,17,A,A,1,1.8615
0,17,N,N,1,1.6686
0,17,S,S,1,1.4687
0,17,R,R,1,1.922
0,17,O,W,0,2.4257
0,17,U,U,1,2.1228
0,17,F,F,1,2.3729
0,17,D,D,1,2.2112
0,17,W,W,1,2.4131
0,17,G,G,1,2.3435
0,17,K,K,1,2.5097
0,17,H,H,1,1.8147
10,15,E,E,1,4.1219
10,15,T,T,1,2.0582
10,15,I,I,1,3.2946
10,15,M,M,1,2.8861
10,15,A,A,1,2.6325
10,15,N,N,1,2.555
10,15,S,S,1,2.2361
10,15,R,E,0,2.109
10,15,O,M,0,1.3087
10,15,U,U,1,3.8735
10,15,F,Not A Valid Character,0,2.692
10,15,D,D,1,2.8605
10,15,E,E,1,2.8969
10,15,T,T,1,1.7516
10,15,I,I,1,1.471
10,15,M,M,1,1.9943
10,15,A,A,1,2.1126
10,15,N,N,1,1.9131
10,15,S,S,1,1.7054
10,15,R,R,1,2.2192
10,15,O,S,0,1.7392
10,15,U,U,1,2.2486
10,15,F,F,1,2.6331
10,15,D,S,0,2.6681
10,15,W,E,0,1.6412
10,15,G,M,0,1.2009
10,15,K,D,0,2.4691
10,15,H,H,1,2.36
11,17,E,E,1,2.6839
11,17,T,T,1,2.58
11,17,I,I,1,4.9858
11,17,M,M,1,4.8026
11,17,A,A,1,2.9528
11,17,N,T,0,2.1539
11,17,S,E,0,0.399
11,17,R,R,1,2.9818
11,17,O,O,1,3.0977
11,17,U,U,1,2.9394
11,17,F,F,1,2.9365
0,18,E,E,1,3.1134
0,18,T,T,1,2.2223
0,18,I,I,1,2.1356
0,18,M,M,1,2.6989
0,18,A,A,1,2.9106
0,18,N,N,1,2.5859
0,18,S,S,1,2.4602
0,18,R,R,1,2.8615
0,18,O,O,1,2.9919
0,18,U,U,1,2.842
0,18,F,F,1,2.6773
0,18,D,T,0,1.693
0,18,E,E,1,4.9086
0,18,T,T,1,3.8346
0,18,I,I,1,4.014
0,18,M,T,0,2.736
0,18,A,T,0,0.6087
0,18,N,T,0,2.7835
0,18,S,E,0,0.49275
0,18,R,E,0,2.501
0,18,O,T,0,0.76358
0,18,U,U,1,3.1889
0,18,F,F,1,2.5524
0,18,D,D,1,2.3774
0,18,W,E,0,2.7767
0,22,E,E,1,3.13
0,22,T,T,1,2.0651
0,22,I,E,0,1.4982
0,22,M,E,0,0.46999
0,22,A,T,0,1.5472
0,22,N,T,0,0.85892
0,22,S,D,0,1.8412
0,22,R,E,0,1.5155
0,22,O,T,0,0.83699
0,22,U,A,0,1.0131
0,22,F,I,0,1.0182
0,22,D,T,0,0.65659
0,22,W,E,0,0.90249
0,22,G,E,0,0.53026
0,22,K,E,0,1.1903
0,22,H,I,0,2.0737
0,22,B,I,0,0.76821
0,22,J,D,0,2.6902
0,22,Q,T,0,0.68286
0,22,V,E,0,1.2063
0,22,X,E,0,0.56195
0,22,Y,E,0,0.96593
0,22,Z,T,0,2.9495
0,22,E,E,1,3.1336
0,22,T,T,1,1.786
0,22,I,I,1,1.688
0,22,M,M,1,2.2266
0,22,A,A,1,2.0249
0,22,N,N,1,1.8667
0,22,S,S,1,1.898
0,22,R,R,1,2.2663
0,22,O,S,0,2.1335
0,22,U,U,1,2.9134
0,22,F,F,1,2.7106
0,22,D,D,1,2.2178
0,22,W,D,0,2.3165
0,22,G,G,1,2.63
0,18,E,E,1,2.5145
0,18,T,T,1,1.3526
0,18,I,I,1,1.266
0,18,M,M,1,1.8177
0,18,A,A,1,1.6413
0,18,N,N,1,1.7164
0,18,S,S,1,1.5612
0,18,R,R,1,1.9145
0,18,O,O,1,2.5065
0,18,U,U,1,1.8531
0,18,F,F,1,2.0919
0,18,D,D,1,1.885
0,18,W,W,1,2.1113
0,18,G,G,1,2.0953
0,18,K,K,1,2.0912
0,18,H,H,1,1.7595
0,18,B,B,1,1.9501
0,18,E,E,1,3.9718
0,18,T,T,1,1.7291
0,18,I,I,1,1.6909
0,18,M,M,1,2.2213
0,18,A,A,1,2.0576
0,18,N,N,1,1.8967
0,18,S,S,1,2.1231
0,18,R,R,1,2.1225
0,18,O,E,0,1.2264
0,18,U,T,0,0.88779
0,18,F,F,1,2.612
0,18,D,D,1,2.16
0,18,W,W,1,2.2997
0,18,G,G,1,2.1476
0,18,K,K,1,2.4304
0,18,E,E,1,2.3073
0,18,T,T,1,1.466
0,18,I,I,1,1.3949
0,18,M,N,0,1.581
0,18,A,A,1,1.5892
0,18,N,I,0,1.5404
0,18,S,S,1,1.4841
0,18,R,R,1,1.7033
0,18,O,S,0,1.748
0,18,U,U,1,2.0484
0,18,F,F,1,2.2018
0,18,D,D,1,1.816
0,18,W,U,0,1.9235
0,18,G,R,0,2.2111
0,18,K,K,1,2.4181
0,18,H,H,1,1.6953
0,18,B,B,1,2.0861
0,18,E,E,1,2.2883
0,18,T,E,0,6.161
0,18,I,I,1,2.3261
0,18,M,M,1,1.9446
0,18,A,A,1,2.5759
0,18,N,N,1,1.737
0,18,S,S,1,2.034
0,18,R,R,1,2.0917
0,18,O,O,1,2.3402
0,18,U,U,1,1.9552
0,18,F,H,0,2.3432
0,18,D,D,1,1.999
0,18,W,U,0,2.3684
0,17,E,E,1,2.6039
0,17,T,T,1,1.6803
0,17,I,I,1,1.3602
0,17,M,M,1,1.91
0,17,A,A,1,1.8231
0,17,N,N,1,1.5441
0,17,S,S,1,1.5791
0,17,R,R,1,1.8502
0,17,O,O,1,2.403
0,17,U,U,1,2.0204
0,17,F,F,1,2.0122
0,17,D,D,1,1.9414
0,17,W,W,1,1.9561
0,17,G,G,1,1.8025
0,17,K,K,1,2.0707
0,17,H,H,1,1.6445
0,17,B,B,1,1.9147
0,18,E,E,1,2.712
0,18,T,T,1,1.4899
0,18,I,I,1,1.4298
0,18,M,M,1,1.8983
0,18,A,A,1,1.6254
0,18,N,N,1,1.7148
0,18,S,I,0,1.563
0,18,R,R,1,1.9909
0,18,O,O,1,2.4546
0,18,U,U,1,1.8962
0,18,F,F,1,2.1815
0,18,D,D,1,2.1344
0,18,W,W,1,2.2342
0,18,G,G,1,2.24
0,18,K,T,0,1.3411
0,18,H,A,0,1.4678
0,18,B,B,1,2.6676
0,18,E,E,1,2.3025
0,18,T,T,1,1.2645
0,18,I,I,1,1.1347
0,18,M,N,0,1.5125
0,18,A,S,0,9.8487
0,18,N,E,0,0.87117
0,18,S,E,0,0.69313
0,18,R,E,0,0.6567
0,18,O,E,0,0.62811
0,18,U,E,0,0.59118
0,18,F,E,0,0.65879
0,18,D,E,0,0.6244
0,18,W,E,0,0.60928
0,18,G,E,0,0.66943
0,18,K,E,0,0.57112
0,18,H,E,0,0.65132
0,18,B,E,0,0.57363
0,18,J,E,0,0.62186
0,18,Q,E,0,0.521
0,18,V,E,0,0.61647
0,18,X,E,0,0.65856
0,18,Y,E,0,0.64284
0,18,Z,E,0,0.57397
0,18,C,E,0,0.62987
0,18,P,E,0,0.57793
0,18,L,E,0,0.31936
0,18,E,E,1,2.5789
0,18,T,E,0,0.74346
0,18,I,E,0,0.6611
0,18,M,E,0,0.66663
0,18,A,E,0,0.66679
0,18,N,E,0,0.68563
0,18,S,E,0,0.66858
0,18,R,E,0,0.65802
0,18,O,E,0,0.62582
0,18,U,E,0,0.62901
0,18,F,E,0,0.63846
0,18,D,E,0,0.60763
0,18,W,E,0,0.60529
0,18,G,E,0,0.49595
0,18,K,E,0,0.44653
0,18,H,I,0,2.4399
0,18,B,Not A Valid Character,0,0.37848
0,18,J,E,0,0.71531
0,18,Q,E,0,0.4606
0,18,V,E,0,0.55887
0,18,X,E,0,0.51016
0,18,Y,E,0,0.47372
0,18,Z,E,0,0.45229
0,18,C,E,0,0.49313
0,18,P,E,0,0.4785
0,18,L,E,0,0.29863
0,20,E,E,1,2.4766
0,20,T,T,1,1.6454
0,20,I,I,1,1.7435
0,20,M,M,1,2.257
0,20,A,A,1,1.9967
0,20,N,N,1,1.898
0,20,S,S,1,1.827
0,20,R,R,1,2.2322
0,20,O,O,1,2.9766
0,20,U,U,1,2.2617
0,20,F,F,1,2.5138
0,20,D,D,1,2.2789
0,20,W,W,1,2.2691
0,20,G,G,1,2.544
0,20,K,K,1,2.3408
0,51,E,E,1,5.298
0,51,T,I,0,5.5713
0,51,I,E,0,0.60797
0,51,M,A,0,4.5984
0,51,A,E,0,2.6
0,51,N,T,0,1.48
0,51,S,S,1,3.8421
